playerid,f,v,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9
621043,nan,0.0,-23.381300000000014,nan,-3.8587,-3.8587,-3.8587,-3.8587,-23.381300000000014,-23.381300000000014,-3.8587,-23.381300000000014,-3.8587,-23.381300000000014,-23.381300000000014,-3.8587
621043,-1492793.667112819,0.0074278138650356595,71.49781109529839,77.68138433885268,8.515672427179528,126.20894711793483,-34.62113398906102,108.44504271227692,-21.160728525545956,135.4636662438148,2.595502024634861,201.32945169694503,-88.6209155621102,154.1566508284207,73.56718749003814,180.2763824800968
621043,-4319267.2710024975,553.5183301172914,84.80287238333142,84.74451076264229,64.62457698628883,115.06660334974819,47.20209491749998,121.61937287457046,-3.222755390845545,127.27850735227268,192.10240027402182,180.71727007985538,233.68302944625643,241.10066466879977,-91.17174171168129,91.63796919129923
621043,-1860821.4901930252,0.0,59.850087667878604,81.28543315814566,30.912294384000234,121.7520922924771,0.6150978716015097,128.670313209597,-27.908115205198364,117.10765490130315,-9.780460714541704,197.89600658603158,-5.015767822796648,329.08123201176784,143.59654567704095,280.7887103543599
621043,-1414371.8755702619,0.0,71.2534846310641,76.26800469822179,4.4194661186058,136.3428971771902,-21.962903047537395,119.64045991226988,29.58587287865302,119.841497409155,-21.417712508482634,201.4092263574253,53.949880745652074,196.9213478452002,-87.13059412938105,145.92434405741662
621043,-1546142.683984769,0.0,68.37815040990246,71.117210981502,17.301109671686476,124.91871378139076,-13.137201027459792,127.00476783411509,-43.14850023219395,127.58477987521141,26.60129464341753,195.1277388323524,-56.7418219170149,196.2943946180017,85.02093900802214,142.79850145187737
621043,-1478060.3874729015,0.0,68.3426553616837,78.99090215970774,34.8637768639133,118.69890979335565,-16.35175745035057,122.98807760548122,11.2700249607194,137.4911816263972,-29.979419122729038,194.6134832416696,53.566629029417285,193.43396145508572,-85.43798011460309,135.96850025193132
621043,-1547753.2355198031,0.0,65.16536664021287,68.99754056707363,19.627569465105243,121.5499880411117,-8.32807110104985,135.6315654093753,-29.09719331853932,113.91110087851501,20.743098470877825,199.3934857062051,-53.696338601041155,194.56517658929175,87.69735907946428,141.52921959406362
621043,-1523307.2572425809,0.0,70.12423478694384,79.55534923119549,10.946903841170162,132.9428887155784,-18.2632883964669,125.199444334101,35.99621448035883,115.9249253281181,-27.268789969774453,194.73663254380304,55.37122656666779,189.74724424708572,-90.12573531864366,132.47475746516528
621043,-2012206.1807193155,1.2531469181696622,70.4978212974596,72.12566436172524,28.541456091427097,126.06262057326822,-30.112833255763142,114.29616091392586,-2.4498237819436266,128.14877652158356,45.08412011112059,194.2588218524152,-69.00150043997066,178.44781620764192,124.72284514487725,123.46969822670759
621043,-3027563.8581987647,0.0,78.50354234034951,79.13733261216122,17.921722008641716,129.94222028259213,-17.698146815584902,127.63201479173354,-43.52919797061324,100.83039412491405,137.11268501504225,137.79651756836677,161.12782709907947,258.411754361969,-113.3379833611277,126.27810542274105
621043,-3721231.574963653,0.0,78.60559721769964,80.2241863496392,30.20752581044803,121.89734908284228,-3.090518195635289,132.58220087592042,-33.2880657607232,109.85867273102137,131.99103584469677,133.82019675662804,18.608641696309302,382.9087661302782,223.49169477590098,231.42696707902246
621043,-2333840.0800651144,0.0,73.63187790649745,76.67095630329206,22.78019941301074,123.87371289833132,-8.387731024874784,132.2169067505021,-33.28411191568153,109.7791730696584,91.84576824092765,162.49612621324775,20.319782091312923,274.8110541766596,-220.0574229093116,224.89741818927055
621043,-2300078.030788647,0.0,73.48118260781062,73.51288843150833,-17.540869873611303,139.07608671045776,11.922459931377034,128.31191453615574,-36.915707056729374,111.85650466480739,82.6850181621352,162.25468275386746,-40.174603621157296,231.1899917870764,182.05469143668523,236.7907016283683
621043,-3002045.855389983,0.0,76.01725458390585,77.12534542256226,-22.529678536334593,131.78056041313087,9.214706377387017,129.91909764531636,-38.75891367169555,105.25083123612332,102.4779662405663,142.81180089581306,218.08905293263558,246.49335938584824,-77.4871336108934,177.82058230160138
621043,-1815749.6662839223,0.0,68.82448598536479,69.00009342421659,12.758432963027465,126.67325596660532,-17.057796436435563,134.19934660113566,-34.67689668999332,108.44557041059262,59.57189845753084,181.04938773296493,-28.360764155623,297.7171727656221,126.7361361103515,286.5880063249771
621043,-3730793.273359417,0.0,79.80478672720724,80.01932932757946,54.33401964412645,108.80862511927818,14.115729801747547,131.3442680093447,-20.445032996572603,146.03310143266364,140.87643735579545,142.60983882771365,220.57513878531122,225.1670127865069,-131.20241898130607,131.8568440778694
621043,-1779405.9657688327,0.0,61.28779498751724,81.74041668069515,19.685822800038874,124.35550175950492,-10.080924946270482,129.78005122761027,-35.4361963957726,111.19977172458825,23.535878490291122,194.6175380385104,-20.377646949169588,337.9491282414917,109.19992630399769,311.8569947924156
621043,-1597024.948806773,0.0,68.91266512606033,78.72480485227375,-16.218688438804794,123.2047527348876,31.103570933236277,115.84435457470823,10.677796875557393,138.08482229982272,-19.37654555106219,201.5600103540788,70.53350321324287,174.56243383585033,-86.02202877615865,132.2977114912613
621043,-1966286.390710611,0.0,73.70228786698225,75.22996724400053,-10.147408128690689,125.69756217739676,19.900834636872897,123.59685156658195,-40.21727502794811,117.71776764999329,43.38041745778498,192.05607536249255,-68.4976427226275,184.08986286743269,123.5148827764973,125.65924003428842
621043,-3017388.1910290364,0.0,81.30467287300375,81.66040517403745,44.02360630780973,103.66637926619086,-13.111151885875241,124.7589824141914,-40.184366169465044,106.89232142905561,42.049487926085135,174.5241738704649,217.21456277007624,219.2124410264533,-121.04954089483643,122.02633199170938
621043,-1719083.9888265878,0.0,68.6027094136275,75.84815410624518,12.055491534864702,126.93711155610816,-16.853225192424972,134.9855704112441,-33.464320988916064,109.61425806660482,27.54441460615453,196.52530604448162,-19.61190635568073,324.0587745839585,111.93446141101138,304.42295905960617
621043,-2470001.6327266917,371.0292966161978,77.47463078833756,78.15670237150536,-15.218442300409544,123.40337809219376,40.953056261676885,119.94928241251499,18.891041460041805,126.44837513967597,-19.86912659934688,191.2254914378822,146.95439008371753,129.8532358809131,-91.0485131316602,102.3629926288357
621043,-1959151.8677943842,0.0,74.91102464739467,75.08018637463842,-23.529873125263624,124.37251115522238,9.288901466930694,128.0057512587583,-51.052619107547805,106.16095713845307,94.04008154234279,147.43202756877483,-47.00822159621651,220.6857440910903,125.66176331279355,254.34372850262895
621043,-3574406.8767039473,764.0733023984695,81.42820101977115,81.10098246933858,-6.120264263941598,126.71409010130576,51.280009208792066,101.91016637404682,-17.067619396882076,122.70383908736507,134.90815296386387,134.43025288152145,201.3523536869419,209.16856993257554,-123.48722713390275,113.11206408924463
621043,-3451484.186166877,0.0,78.08537061160878,79.56059733108557,29.26365666338173,122.31138379913831,-3.972520985756843,132.80726616393503,-33.51777891051246,109.5963360155761,131.98298745988086,133.63104074099815,-7.555746552888005,391.41045710850176,195.45331826123083,261.26094781635084
621043,-2157210.018329337,0.0,72.16587133521992,77.05316580214544,20.588523236836785,125.96677222167212,-10.931909159288892,132.01999466323173,-34.39624024316425,108.56588471701605,95.93544370564703,158.71691246245683,25.866955759864734,264.3873760139376,-192.4866576970318,198.67479112789275
621043,-4042364.833073324,774.7181433729579,84.33891066927522,84.69095410266006,36.749125329693165,130.85928871234617,-6.634556561975916,128.91254656139662,-16.19911438150323,123.09867604822203,179.54447791324804,191.30491465935268,-132.0760406391521,139.82635751821135,236.81296005566168,225.1950318263149
621043,-1689725.1241843402,0.0,58.54230091868204,84.7903332873375,30.849666197738703,120.56456676296469,1.5708843643634576,127.93346571403721,-27.53216530479199,117.07308348904824,-11.93721876890046,196.6619436509524,91.78577873545544,314.9498837198242,-22.903710094415377,346.79160630074915
621043,-2209166.5402306165,0.0,76.02205894386424,77.35404013333388,11.59161926909251,132.80229602934085,-19.833838025128408,127.2943816114741,35.55551266611545,114.13467168803932,-17.029339893309878,197.33860610096767,-87.18330840069909,95.53050123090732,116.21539014302121,139.7390118569374
621043,-1428617.8069654973,886.9726712811203,72.04663051385427,73.012469562161,-43.42129514650718,117.40263329419975,-14.600410705346611,124.08683957285471,-11.226195714610427,125.3682457985189,29.869456127225742,180.43924485454252,98.2709261036191,205.61039045484708,-40.10891004818658,206.44634609020733
621043,-1541130.427276812,0.0,68.91891625186553,77.26769729894205,-19.901636263251678,121.04585198546664,5.279583623841078,137.35634581724295,27.02453593956983,116.25504399300505,-8.891932558100365,206.00837451204347,-80.15516484882123,156.75308483667033,78.86840901285866,163.32172921461824
621043,-2808633.4448190504,746.4398639271187,84.5186952949951,85.35940435881128,40.06860265603601,111.04019107027469,29.399467264364564,117.34333997118644,-12.189870423566802,124.968534295353,63.782867316865506,177.69742689389182,179.32785544606358,172.88185667463975,-100.61952506650704,107.76988776836049
621043,-3940746.320018671,0.0,79.03196856926161,79.43866245184074,-1.9557887120049,137.28839371430107,36.33923704187197,128.13714032058783,-32.547116712997536,110.72714737013314,166.34991023276743,175.91151071006544,-38.27526890048142,393.90595058625087,228.07627600940526,228.92496604281257
621043,-1630321.224693898,0.0,59.621492365206215,88.67907975856365,19.071895489967883,125.410773985712,-10.63646296955652,130.8493368775201,-34.50217583654725,110.21108258682196,14.80415050844369,196.11494788530968,0.24786952067129658,296.1746217291925,-178.8731137839444,257.4653552149178
